"District","District Code","Grade","Count","%"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",11,6,7.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",12,8,12.9
"Eastford School District","=""0390011""","K","N/A","N/A"
"Eastford School District","=""0390011""",01,"N/A","*"
"Eastford School District","=""0390011""",02,"N/A","*"
"Eastford School District","=""0390011""",03,"N/A","*"
"Eastford School District","=""0390011""",05,"*","*"
"Eastford School District","=""0390011""",06,"*","*"
"Eastford School District","=""0390011""",07,"N/A","*"
"Eastford School District","=""0390011""",04,"*","*"
"Eastford School District","=""0390011""",08,"N/A","*"
"Easton School District","=""0460011""","K","*","*"
"Easton School District","=""0460011""",01,"N/A","N/A"
"Easton School District","=""0460011""",02,"N/A","N/A"
"Easton School District","=""0460011""",03,"*","*"
"Easton School District","=""0460011""",05,"*","*"
"Easton School District","=""0460011""",06,"*","*"
"Easton School District","=""0460011""",07,"*","*"
"Easton School District","=""0460011""",04,"*","*"
"Easton School District","=""0460011""",08,"*","*"
"EdAdvance","=""2420014""",03,"N/A","*"
"EdAdvance","=""2420014""",05,"N/A","*"
"EdAdvance","=""2420014""",06,"N/A","*"
"EdAdvance","=""2420014""",07,"N/A","*"
"EdAdvance","=""2420014""",04,"N/A","*"
"EdAdvance","=""2420014""",09,"*","*"
"EdAdvance","=""2420014""",10,"N/A","*"
"EdAdvance","=""2420014""",11,"*","*"
"EdAdvance","=""2420014""",12,"N/A","*"
"Ellington School District","=""0480011""","K","*","*"
"Ellington School District","=""0480011""",01,"*","*"
"Ellington School District","=""0480011""",02,"*","*"
"Ellington School District","=""0480011""",03,6,2.8
"Ellington School District","=""0480011""",05,8,3.9
"Ellington School District","=""0480011""",06,20,8.5
"Ellington School District","=""0480011""",07,"*","*"
"Ellington School District","=""0480011""",04,10,4.6
"Ellington School District","=""0480011""",08,"*","*"
"Ellington School District","=""0480011""",09,33,15.3
"Ellington School District","=""0480011""",10,23,11.2
"Ellington School District","=""0480011""",11,20,10.3
"Ellington School District","=""0480011""",12,23,12.9
"Elm City College Preparatory School District","=""2890013""","K",9,14.5
"Elm City College Preparatory School District","=""2890013""",01,"*","*"
"Elm City College Preparatory School District","=""2890013""",02,16,25.4
"Elm City College Preparatory School District","=""2890013""",03,9,17.0
"Elm City College Preparatory School District","=""2890013""",05,17,31.5
"Elm City College Preparatory School District","=""2890013""",06,10,17.2
"Elm City College Preparatory School District","=""2890013""",07,11,20.4
"Elm City College Preparatory School District","=""2890013""",04,18,32.1
"Elm City College Preparatory School District","=""2890013""",08,12,26.1
"Elm City College Preparatory School District","=""2890013""",09,18,45.0
"Elm City College Preparatory School District","=""2890013""",10,7,"*"
"Elm City College Preparatory School District","=""2890013""",11,"*","*"
"Enfield School District","=""0490011""","K","*","*"
"Enfield School District","=""0490011""",01,"*","*"
"Enfield School District","=""0490011""",02,13,3.0
"Enfield School District","=""0490011""",03,13,3.0
"Enfield School District","=""0490011""",05,18,4.1
"Enfield School District","=""0490011""",06,32,8.4
"Enfield School District","=""0490011""",07,51,11.4
"Enfield School District","=""0490011""",04,14,3.3
"Enfield School District","=""0490011""",08,50,12.1
"Enfield School District","=""0490011""",09,106,20.7
"Enfield School District","=""0490011""",10,64,14.8
"Enfield School District","=""0490011""",11,82,16.1
"Enfield School District","=""0490011""",12,73,15.6
"Essex School District","=""0500011""","K","N/A","N/A"
"Essex School District","=""0500011""",01,"N/A","N/A"
"Essex School District","=""0500011""",02,"N/A","N/A"
"Essex School District","=""0500011""",03,"N/A","N/A"
"Essex School District","=""0500011""",05,"*","*"
"Essex School District","=""0500011""",06,"N/A","N/A"
"Essex School District","=""0500011""",04,"N/A","N/A"
"Explorations District","=""2720013""",09,"*","*"
"Explorations District","=""2720013""",10,12,46.2
"Explorations District","=""2720013""",11,11,45.8
"Explorations District","=""2720013""",12,"*","*"
"Fairfield School District","=""0510011""","K","N/A","N/A"
"Fairfield School District","=""0510011""",01,"N/A","N/A"
"Fairfield School District","=""0510011""",02,"N/A","N/A"
"Fairfield School District","=""0510011""",03,"N/A","N/A"
"Fairfield School District","=""0510011""",05,"*","*"
"Fairfield School District","=""0510011""",06,22,2.7
"Fairfield School District","=""0510011""",07,46,5.4
"Fairfield School District","=""0510011""",04,"*","*"
"Fairfield School District","=""0510011""",08,42,5.5
"Fairfield School District","=""0510011""",09,46,5.9
"Fairfield School District","=""0510011""",10,35,4.9
"Fairfield School District","=""0510011""",11,22,3.2
"Fairfield School District","=""0510011""",12,23,3.6
"Farmington School District","=""0520011""","K","N/A","N/A"
"Farmington School District","=""0520011""",01,"*","*"
"Farmington School District","=""0520011""",02,"*","*"
"Farmington School District","=""0520011""",03,"*","*"
"Farmington School District","=""0520011""",05,"N/A","N/A"
"Farmington School District","=""0520011""",06,"*","*"
"Farmington School District","=""0520011""",07,9,2.6
"Farmington School District","=""0520011""",04,"*","*"
"Farmington School District","=""0520011""",08,16,4.6
"Farmington School District","=""0520011""",09,21,6.0
"Farmington School District","=""0520011""",10,20,6.0
"Farmington School District","=""0520011""",11,11,3.7
"Farmington School District","=""0520011""",12,15,4.5
"Franklin School District","=""0530011""","K","N/A","N/A"
"Franklin School District","=""0530011""",01,"N/A","*"
"Franklin School District","=""0530011""",02,"N/A","*"
"Franklin School District","=""0530011""",03,"N/A","*"
"Franklin School District","=""0530011""",05,"N/A","N/A"
"Franklin School District","=""0530011""",06,"N/A","N/A"
"Franklin School District","=""0530011""",07,"N/A","*"
"Franklin School District","=""0530011""",04,"N/A","N/A"
"Franklin School District","=""0530011""",08,"N/A","N/A"
"Franklin School District","=""0530011""",09,"N/A","*"
"Franklin School District","=""0530011""",12,"N/A","*"
"Glastonbury School District","=""0540011""","K","N/A","N/A"
"Glastonbury School District","=""0540011""",01,"N/A","N/A"
"Glastonbury School District","=""0540011""",02,"*","*"
"Glastonbury School District","=""0540011""",03,"N/A","N/A"
"Glastonbury School District","=""0540011""",05,"*","*"
"Glastonbury School District","=""0540011""",06,6,1.2
"Glastonbury School District","=""0540011""",07,8,1.4
"Glastonbury School District","=""0540011""",04,"*","*"
"Glastonbury School District","=""0540011""",08,11,2.0
"Glastonbury School District","=""0540011""",09,27,4.5
"Glastonbury School District","=""0540011""",10,23,4.1
"Glastonbury School District","=""0540011""",11,24,4.7
"Glastonbury School District","=""0540011""",12,31,5.5
"Granby School District","=""0560011""","K","N/A","N/A"
"Granby School District","=""0560011""",01,"N/A","N/A"
"Granby School District","=""0560011""",02,"N/A","N/A"
"Granby School District","=""0560011""",03,"N/A","N/A"
"Granby School District","=""0560011""",05,"N/A","N/A"
"Granby School District","=""0560011""",06,"*","*"
"Granby School District","=""0560011""",07,"*","*"
"Granby School District","=""0560011""",04,"N/A","N/A"
"Granby School District","=""0560011""",08,"*","*"
"Granby School District","=""0560011""",09,8,3.9
"Granby School District","=""0560011""",10,10,5.2
"Granby School District","=""0560011""",11,22,11.6
"Granby School District","=""0560011""",12,16,8.2
"Greenwich School District","=""0570011""","K","N/A","N/A"
"Greenwich School District","=""0570011""",01,"N/A","N/A"
"Greenwich School District","=""0570011""",02,"N/A","N/A"
"Greenwich School District","=""0570011""",03,"*","*"
"Greenwich School District","=""0570011""",05,7,1.1
"Greenwich School District","=""0570011""",06,"*","*"
"Greenwich School District","=""0570011""",07,16,2.5
"Greenwich School District","=""0570011""",04,9,1.2
"Greenwich School District","=""0570011""",08,18,2.8
"Greenwich School District","=""0570011""",09,55,8.1
"Greenwich School District","=""0570011""",10,46,6.4
"Greenwich School District","=""0570011""",11,44,6.9
"Greenwich School District","=""0570011""",12,56,8.7
"Griswold School District","=""0580011""","K","N/A","N/A"
"Griswold School District","=""0580011""",01,"N/A","N/A"
"Griswold School District","=""0580011""",02,"*","*"
"Griswold School District","=""0580011""",03,"*","*"
"Griswold School District","=""0580011""",05,"*","*"
"Griswold School District","=""0580011""",06,15,10.3
"Griswold School District","=""0580011""",07,22,15.5
"Griswold School District","=""0580011""",04,"*","*"
"Griswold School District","=""0580011""",08,21,15.8
"Griswold School District","=""0580011""",09,47,25.8
"Griswold School District","=""0580011""",10,49,27.4
"Griswold School District","=""0580011""",11,36,20.5
"Griswold School District","=""0580011""",12,33,18.2
"Groton School District","=""0590011""","K","*","*"
"Groton School District","=""0590011""",01,"*","*"
"Groton School District","=""0590011""",02,12,3.1
"Groton School District","=""0590011""",03,20,5.6
"Groton School District","=""0590011""",05,32,8.9
"Groton School District","=""0590011""",06,25,7.1
"Groton School District","=""0590011""",07,47,13.5
"Groton School District","=""0590011""",04,23,6.3
"Groton School District","=""0590011""",08,28,8.8
"Groton School District","=""0590011""",09,58,17.5
"Groton School District","=""0590011""",10,53,16.2
"Groton School District","=""0590011""",11,51,15.2
"Groton School District","=""0590011""",12,44,14.7
"Guilford School District","=""0600011""","K","N/A","N/A"
"Guilford School District","=""0600011""",01,"N/A","N/A"
"Guilford School District","=""0600011""",02,"N/A","N/A"
"Guilford School District","=""0600011""",03,"*","*"
"Guilford School District","=""0600011""",05,"*","*"
"Guilford School District","=""0600011""",06,6,2.2
"Guilford School District","=""0600011""",07,"*","*"
"Guilford School District","=""0600011""",04,"*","*"
"Guilford School District","=""0600011""",08,15,5.0
"Guilford School District","=""0600011""",09,19,6.6
"Guilford School District","=""0600011""",10,20,7.2
"Guilford School District","=""0600011""",11,20,6.8
"Guilford School District","=""0600011""",12,14,5.2
"Hamden School District","=""0620011""","K",9,1.9
"Hamden School District","=""0620011""",01,16,3.6
"Hamden School District","=""0620011""",02,16,3.8
"Hamden School District","=""0620011""",03,12,2.9
"Hamden School District","=""0620011""",05,20,4.5
"Hamden School District","=""0620011""",06,25,5.8
"Hamden School District","=""0620011""",07,91,19.8
"Hamden School District","=""0620011""",04,14,3.5
"Hamden School District","=""0620011""",08,107,23.5
"Hamden School District","=""0620011""",09,141,28.1
"Hamden School District","=""0620011""",10,112,24.8
"Hamden School District","=""0620011""",11,99,20.5
"Hamden School District","=""0620011""",12,106,18.9
"Hampton School District","=""0630011""","K","N/A","*"
"Hampton School District","=""0630011""",01,"N/A","*"
"Hampton School District","=""0630011""",02,"*","*"
"Hampton School District","=""0630011""",03,"N/A","N/A"
"Hampton School District","=""0630011""",05,"*","*"
"Hampton School District","=""0630011""",06,"*","*"
"Hampton School District","=""0630011""",04,"N/A","*"
"Hartford School District","=""0640011""","K",41,2.3
"Hartford School District","=""0640011""",01,104,6.3
"Hartford School District","=""0640011""",02,141,8.5
"Hartford School District","=""0640011""",03,154,10.0
"Hartford School District","=""0640011""",05,249,16.6
"Hartford School District","=""0640011""",06,351,20.3
"Hartford School District","=""0640011""",07,440,25.5
"Hartford School District","=""0640011""",04,195,12.2
"Hartford School District","=""0640011""",08,504,30.2
"Hartford School District","=""0640011""",09,433,25.4
"Hartford School District","=""0640011""",10,397,28.3
"Hartford School District","=""0640011""",11,395,33.8
"Hartford School District","=""0640011""",12,308,23.7
"Hartland School District","=""0650011""","K","N/A","N/A"
"Hartland School District","=""0650011""",01,"N/A","N/A"
"Hartland School District","=""0650011""",02,"N/A","N/A"
"Hartland School District","=""0650011""",03,"N/A","N/A"
"Hartland School District","=""0650011""",05,"N/A","*"
"Hartland School District","=""0650011""",06,"N/A","N/A"
"Hartland School District","=""0650011""",07,"N/A","N/A"
"Hartland School District","=""0650011""",04,"N/A","N/A"
"Hartland School District","=""0650011""",08,"N/A","N/A"
"Hartland School District","=""0650011""",12,"N/A","*"
"Hebron School District","=""0670011""","K","N/A","N/A"
"Hebron School District","=""0670011""",01,"N/A","N/A"
"Hebron School District","=""0670011""",02,"N/A","N/A"
"Hebron School District","=""0670011""",03,"N/A","N/A"
"Hebron School District","=""0670011""",05,"*","*"
"Hebron School District","=""0670011""",06,"*","*"
"Hebron School District","=""0670011""",04,"N/A","N/A"
"Highville Charter School District","=""2860013""","K","N/A","N/A"
"Highville Charter School District","=""2860013""",01,"N/A","N/A"
"Highville Charter School District","=""2860013""",02,"N/A","N/A"
"Highville Charter School District","=""2860013""",03,"N/A","N/A"
"Highville Charter School District","=""2860013""",05,"N/A","N/A"
"Highville Charter School District","=""2860013""",06,"N/A","*"
"Highville Charter School District","=""2860013""",07,"N/A","*"
"Highville Charter School District","=""2860013""",04,"N/A","N/A"
"Highville Charter School District","=""2860013""",08,"N/A","*"
"Integrated Day Charter School District","=""2640013""","K","*","*"
"Integrated Day Charter School District","=""2640013""",01,"N/A","N/A"
"Integrated Day Charter School District","=""2640013""",02,"*","*"
"Integrated Day Charter School District","=""2640013""",03,"*","*"
"Integrated Day Charter School District","=""2640013""",05,"*","*"
"Integrated Day Charter School District","=""2640013""",06,"N/A","N/A"
"Integrated Day Charter School District","=""2640013""",07,"*","*"
"Integrated Day Charter School District","=""2640013""",04,"*","*"
"Integrated Day Charter School District","=""2640013""",08,"N/A","N/A"
"Interdistrict School for Arts and Comm District","=""2650013""",06,"*","*"
"Interdistrict School for Arts and Comm District","=""2650013""",07,10,17.2
"Interdistrict School for Arts and Comm District","=""2650013""",08,"*","*"
"Jumoke Academy District","=""2610013""","K","N/A","N/A"
"Jumoke Academy District","=""2610013""",01,"N/A","N/A"
"Jumoke Academy District","=""2610013""",02,"*","*"
"Jumoke Academy District","=""2610013""",03,"N/A","N/A"
"Jumoke Academy District","=""2610013""",05,12,25.5
"Jumoke Academy District","=""2610013""",06,"*","*"
"Jumoke Academy District","=""2610013""",07,8,20.5
"Jumoke Academy District","=""2610013""",04,"*","*"
"Jumoke Academy District","=""2610013""",08,"*","*"
"Kent School District","=""0680011""","K","N/A","N/A"
"Kent School District","=""0680011""",01,"N/A","N/A"
"Kent School District","=""0680011""",02,"N/A","N/A"
"Kent School District","=""0680011""",03,"N/A","N/A"
"Kent School District","=""0680011""",05,"N/A","N/A"
"Kent School District","=""0680011""",06,"N/A","N/A"
"Kent School District","=""0680011""",07,"N/A","N/A"
"Kent School District","=""0680011""",04,"N/A","N/A"
"Kent School District","=""0680011""",08,"N/A","N/A"
"Killingly School District","=""0690011""","K","*","*"
"Killingly School District","=""0690011""",01,"*","*"
"Killingly School District","=""0690011""",02,"*","*"
"Killingly School District","=""0690011""",03,"*","*"
"Killingly School District","=""0690011""",05,25,11.4
"Killingly School District","=""0690011""",06,11,5.8
"Killingly School District","=""0690011""",07,55,24.6
"Killingly School District","=""0690011""",04,6,3.1
"Killingly School District","=""0690011""",08,45,23.2
"Killingly School District","=""0690011""",09,37,14.3
"Killingly School District","=""0690011""",10,35,17.4
"Killingly School District","=""0690011""",11,41,21.8
"Killingly School District","=""0690011""",12,35,20.7
"Learn","=""2450014""","K","*","*"
"Learn","=""2450014""",01,"*","*"
"Learn","=""2450014""",02,"*","*"
"Learn","=""2450014""",03,"N/A","N/A"
"Learn","=""2450014""",05,"*","*"
"Learn","=""2450014""",06,"*","*"
"Learn","=""2450014""",07,"*","*"
"Learn","=""2450014""",04,"N/A","N/A"
"Learn","=""2450014""",08,"*","*"
"Learn","=""2450014""",09,17,16.2
"Learn","=""2450014""",10,"*","*"
"Learn","=""2450014""",11,"N/A","*"
"Learn","=""2450014""",12,"N/A","*"
"Lebanon School District","=""0710011""","K","N/A","N/A"
"Lebanon School District","=""0710011""",01,"N/A","N/A"
"Lebanon School District","=""0710011""",02,"*","*"
"Lebanon School District","=""0710011""",03,"*","*"
"Lebanon School District","=""0710011""",05,11,11.3
"Lebanon School District","=""0710011""",06,"*","*"
"Lebanon School District","=""0710011""",07,8,7.6
"Lebanon School District","=""0710011""",04,"*","*"
"Lebanon School District","=""0710011""",08,"*","*"
"Lebanon School District","=""0710011""",09,13,10.7
"Lebanon School District","=""0710011""",10,14,11.9
"Lebanon School District","=""0710011""",11,11,8.7
"Lebanon School District","=""0710011""",12,19,12.3
"Ledyard School District","=""0720011""","K","N/A","N/A"
"Ledyard School District","=""0720011""",01,"N/A","N/A"
"Ledyard School District","=""0720011""",02,"N/A","N/A"
"Ledyard School District","=""0720011""",03,"*","*"
"Ledyard School District","=""0720011""",05,"*","*"
"Ledyard School District","=""0720011""",06,"*","*"
"Ledyard School District","=""0720011""",07,8,3.8
"Ledyard School District","=""0720011""",04,"*","*"
"Ledyard School District","=""0720011""",08,13,5.8
"Ledyard School District","=""0720011""",09,20,7.6
"Ledyard School District","=""0720011""",10,8,3.5
"Ledyard School District","=""0720011""",11,16,7.3
"Ledyard School District","=""0720011""",12,22,9.2
"Ledyard School District","=""0720011""","Not Available","*","*"
"Lisbon School District","=""0730011""","K","N/A","N/A"
"Lisbon School District","=""0730011""",01,"N/A","N/A"
"Lisbon School District","=""0730011""",02,"N/A","N/A"
"Lisbon School District","=""0730011""",03,"*","*"
"Lisbon School District","=""0730011""",05,"*","*"
"Lisbon School District","=""0730011""",06,"N/A","N/A"
"Lisbon School District","=""0730011""",07,"*","*"
"Lisbon School District","=""0730011""",04,"*","*"
"Lisbon School District","=""0730011""",08,"*","*"
"Lisbon School District","=""0730011""",09,"*","*"
"Lisbon School District","=""0730011""",10,"*","*"
"Lisbon School District","=""0730011""",11,"N/A","*"
"Lisbon School District","=""0730011""",12,"*","*"
"Litchfield School District","=""0740011""","K","N/A","N/A"
"Litchfield School District","=""0740011""",01,"N/A","N/A"
"Litchfield School District","=""0740011""",02,"N/A","N/A"
"Litchfield School District","=""0740011""",03,"N/A","N/A"
"Litchfield School District","=""0740011""",05,"*","*"
"Litchfield School District","=""0740011""",06,8,8.1
"Litchfield School District","=""0740011""",07,"*","*"
"Litchfield School District","=""0740011""",04,"N/A","N/A"
"Litchfield School District","=""0740011""",08,8,8.6
"Litchfield School District","=""0740011""",09,7,9.3
"Litchfield School District","=""0740011""",10,9,9.3
"Litchfield School District","=""0740011""",11,11,10.7
"Litchfield School District","=""0740011""",12,10,10.5
"Madison School District","=""0760011""","K","N/A","N/A"
"Madison School District","=""0760011""",01,"N/A","N/A"
"Madison School District","=""0760011""",02,"N/A","N/A"
"Madison School District","=""0760011""",03,"N/A","N/A"
"Madison School District","=""0760011""",05,"*","*"
"Madison School District","=""0760011""",06,6,2.0
"Madison School District","=""0760011""",07,"*","*"
"Madison School District","=""0760011""",04,"*","*"
"Madison School District","=""0760011""",08,12,3.9
"Madison School District","=""0760011""",09,11,3.5
"Madison School District","=""0760011""",10,11,3.4
"Madison School District","=""0760011""",11,19,5.6
"Madison School District","=""0760011""",12,26,8.3
"Manchester School District","=""0770011""","K",18,2.9
"Manchester School District","=""0770011""",01,23,4.0
"Manchester School District","=""0770011""",02,24,4.3
"Manchester School District","=""0770011""",03,20,4.2
"Manchester School District","=""0770011""",05,29,6.1
"Manchester School District","=""0770011""",06,79,17.1
"Manchester School District","=""0770011""",07,50,11.4
"Manchester School District","=""0770011""",04,23,4.6
"Manchester School District","=""0770011""",08,101,21.2
"Manchester School District","=""0770011""",09,143,26.3
"Manchester School District","=""0770011""",10,49,10.8
"Manchester School District","=""0770011""",11,46,9.6
"Manchester School District","=""0770011""",12,48,10.3
"Mansfield School District","=""0780011""","K","N/A","N/A"
"Mansfield School District","=""0780011""",01,"*","*"
"Mansfield School District","=""0780011""",02,"N/A","N/A"
"Mansfield School District","=""0780011""",03,"N/A","N/A"
"Mansfield School District","=""0780011""",05,"*","*"
"Mansfield School District","=""0780011""",06,"*","*"
"Mansfield School District","=""0780011""",07,6,4.1
"Mansfield School District","=""0780011""",04,"*","*"
"Mansfield School District","=""0780011""",08,10,6.8
"Marlborough School District","=""0790011""","K","N/A","N/A"
"Marlborough School District","=""0790011""",01,"N/A","N/A"
"Marlborough School District","=""0790011""",02,"N/A","N/A"
"Marlborough School District","=""0790011""",03,"*","*"
"Marlborough School District","=""0790011""",05,"N/A","N/A"
"Marlborough School District","=""0790011""",06,"*","*"
"Marlborough School District","=""0790011""",04,"*","*"
"Meriden School District","=""0800011""","K","*","*"
"Meriden School District","=""0800011""",01,29,4.2
"Meriden School District","=""0800011""",02,27,4.0
"Meriden School District","=""0800011""",03,43,6.4
"Meriden School District","=""0800011""",05,84,11.9
"Meriden School District","=""0800011""",06,131,25.6
"Meriden School District","=""0800011""",07,197,34.9
"Meriden School District","=""0800011""",04,55,8.2
"Meriden School District","=""0800011""",08,216,35.9
"Meriden School District","=""0800011""",09,311,39.7
"Meriden School District","=""0800011""",10,165,30.2
"Meriden School District","=""0800011""",11,142,28.0
"Meriden School District","=""0800011""",12,129,24.1
"Meriden School District","=""0800011""","Not Available","*","*"
"Middletown School District","=""0830011""","K",10,2.6
"Middletown School District","=""0830011""",01,"*","*"
"Middletown School District","=""0830011""",02,"*","*"
"Middletown School District","=""0830011""",03,6,1.5
"Middletown School District","=""0830011""",05,15,3.5
"Middletown School District","=""0830011""",06,55,14.8
"Middletown School District","=""0830011""",07,36,9.6
"Middletown School District","=""0830011""",04,15,3.4
"Middletown School District","=""0830011""",08,56,15.3
"Middletown School District","=""0830011""",09,108,27.8
"Middletown School District","=""0830011""",10,55,15.6
"Middletown School District","=""0830011""",11,71,22.3
"Middletown School District","=""0830011""",12,40,12.7
"Milford School District","=""0840011""","K","*","*"
"Milford School District","=""0840011""",01,"N/A","N/A"
"Milford School District","=""0840011""",02,"N/A","N/A"
"Milford School District","=""0840011""",03,"*","*"
"Milford School District","=""0840011""",05,9,1.7
"Milford School District","=""0840011""",06,17,2.9
"Milford School District","=""0840011""",07,18,3.3
"Milford School District","=""0840011""",04,6,1.1
"Milford School District","=""0840011""",08,29,5.0
"Milford School District","=""0840011""",09,43,8.0
"Milford School District","=""0840011""",10,35,7.0
"Milford School District","=""0840011""",11,34,6.9
"Milford School District","=""0840011""",12,33,6.9
"Monroe School District","=""0850011""","K","N/A","N/A"
"Monroe School District","=""0850011""",01,"N/A","N/A"
"Monroe School District","=""0850011""",02,"*","*"
"Monroe School District","=""0850011""",03,"N/A","N/A"
"Monroe School District","=""0850011""",05,"*","*"
"Monroe School District","=""0850011""",06,"*","*"
"Monroe School District","=""0850011""",07,6,2.0
"Monroe School District","=""0850011""",04,"N/A","N/A"
"Monroe School District","=""0850011""",08,10,3.0
"Monroe School District","=""0850011""",09,11,3.6
"Monroe School District","=""0850011""",10,22,7.3
"Monroe School District","=""0850011""",11,18,5.4
"Monroe School District","=""0850011""",12,14,3.7
"Montville School District","=""0860011""","K","N/A","N/A"
"Montville School District","=""0860011""",01,"*","*"
"Montville School District","=""0860011""",02,"N/A","N/A"
"Montville School District","=""0860011""",03,"*","*"
"Montville School District","=""0860011""",05,6,2.7
"Montville School District","=""0860011""",06,20,9.5
"Montville School District","=""0860011""",07,21,9.3
"Montville School District","=""0860011""",04,"*","*"
"Montville School District","=""0860011""",08,17,7.7
"Montville School District","=""0860011""",09,47,22.6
"Montville School District","=""0860011""",10,38,20.1
"Montville School District","=""0860011""",11,32,15.0
"Montville School District","=""0860011""",12,33,17.6
"Naugatuck School District","=""0880011""","K","N/A","N/A"
"Naugatuck School District","=""0880011""",01,"*","*"
"Naugatuck School District","=""0880011""",02,"*","*"
"Naugatuck School District","=""0880011""",03,"*","*"
"Naugatuck School District","=""0880011""",05,45,12.8
"Naugatuck School District","=""0880011""",06,41,11.7
"Naugatuck School District","=""0880011""",07,95,25.3
"Naugatuck School District","=""0880011""",04,6,1.7
"Naugatuck School District","=""0880011""",08,116,29.6
"Naugatuck School District","=""0880011""",09,48,14.9
"Naugatuck School District","=""0880011""",10,64,19.8
"Naugatuck School District","=""0880011""",11,62,17.2
"Naugatuck School District","=""0880011""",12,50,13.8
"New Beginnings Inc Family Academy District","=""2800013""","K","*","*"
"New Beginnings Inc Family Academy District","=""2800013""",01,"*","*"
"New Beginnings Inc Family Academy District","=""2800013""",02,"*","*"
"New Beginnings Inc Family Academy District","=""2800013""",03,10,22.7
"New Beginnings Inc Family Academy District","=""2800013""",05,13,32.5
"New Beginnings Inc Family Academy District","=""2800013""",06,6,17.6
"New Beginnings Inc Family Academy District","=""2800013""",07,7,20.6
"New Beginnings Inc Family Academy District","=""2800013""",04,16,37.2
"New Beginnings Inc Family Academy District","=""2800013""",08,"*","*"
"New Britain School District","=""0890011""","K",10,1.1
"New Britain School District","=""0890011""",01,32,3.6
"New Britain School District","=""0890011""",02,49,6.1
"New Britain School District","=""0890011""",03,63,8.2
"New Britain School District","=""0890011""",05,98,12.4
"New Britain School District","=""0890011""",06,138,18.9
"New Britain School District","=""0890011""",07,160,21.2
"New Britain School District","=""0890011""",04,96,11.4
"New Britain School District","=""0890011""",08,177,24.7
"New Britain School District","=""0890011""",09,199,30.2
"New Britain School District","=""0890011""",10,45,7.0
"New Britain School District","=""0890011""",11,40,6.0
"New Britain School District","=""0890011""",12,8,1.4
"New Canaan School District","=""0900011""","K","N/A","N/A"
"New Canaan School District","=""0900011""",01,"N/A","N/A"
"New Canaan School District","=""0900011""",02,"*","*"
"New Canaan School District","=""0900011""",03,"*","*"
"New Canaan School District","=""0900011""",05,"N/A","N/A"
"New Canaan School District","=""0900011""",06,"N/A","N/A"
"New Canaan School District","=""0900011""",07,"*","*"
"New Canaan School District","=""0900011""",04,"*","*"
"New Canaan School District","=""0900011""",08,"*","*"
"New Canaan School District","=""0900011""",09,13,3.8
"New Canaan School District","=""0900011""",10,16,4.5
"New Canaan School District","=""0900011""",11,"*","*"
"New Canaan School District","=""0900011""",12,"*","*"
"New Fairfield School District","=""0910011""","K","*","*"
"New Fairfield School District","=""0910011""",01,"*","*"
"New Fairfield School District","=""0910011""",02,"*","*"
"New Fairfield School District","=""0910011""",03,"*","*"
"New Fairfield School District","=""0910011""",05,"*","*"
"New Fairfield School District","=""0910011""",06,8,3.4
"New Fairfield School District","=""0910011""",07,"*","*"
"New Fairfield School District","=""0910011""",04,"*","*"
"New Fairfield School District","=""0910011""",08,16,6.3
"New Fairfield School District","=""0910011""",09,28,11.5
"New Fairfield School District","=""0910011""",10,25,9.4
"New Fairfield School District","=""0910011""",11,22,9.6
"New Fairfield School District","=""0910011""",12,20,8.8
"New Hartford School District","=""0920011""","K","N/A","N/A"
"New Hartford School District","=""0920011""",01,"N/A","N/A"
"New Hartford School District","=""0920011""",02,"N/A","N/A"
"New Hartford School District","=""0920011""",03,"N/A","N/A"
"New Hartford School District","=""0920011""",05,"N/A","N/A"
"New Hartford School District","=""0920011""",06,"*","*"
"New Hartford School District","=""0920011""",04,"*","*"
"New Haven School District","=""0930011""","K",15,0.9
"New Haven School District","=""0930011""",01,22,1.4
"New Haven School District","=""0930011""",02,48,3.2
"New Haven School District","=""0930011""",03,86,5.9
"New Haven School District","=""0930011""",05,138,10.0
"New Haven School District","=""0930011""",06,201,13.7
"New Haven School District","=""0930011""",07,221,15.8
"New Haven School District","=""0930011""",04,118,8.6
"New Haven School District","=""0930011""",08,266,18.4
"New Haven School District","=""0930011""",09,377,23.5
"New Haven School District","=""0930011""",10,222,17.0
"New Haven School District","=""0930011""",11,162,14.8
"New Haven School District","=""0930011""",12,104,9.8
"New London School District","=""0950011""","K","*","*"
"New London School District","=""0950011""",01,"*","*"
"New London School District","=""0950011""",02,15,5.6
"New London School District","=""0950011""",03,18,7.1
"New London School District","=""0950011""",05,31,13.0
"New London School District","=""0950011""",06,70,38.5
"New London School District","=""0950011""",07,88,39.1
"New London School District","=""0950011""",04,23,9.3
"New London School District","=""0950011""",08,67,33.8
"New London School District","=""0950011""",09,148,41.8
"New London School District","=""0950011""",10,98,41.5
"New London School District","=""0950011""",11,58,27.2
"New London School District","=""0950011""",12,33,15.0
"New Milford School District","=""0960011""","K","N/A","N/A"
"New Milford School District","=""0960011""",01,"N/A","N/A"
"New Milford School District","=""0960011""",02,"N/A","N/A"
"New Milford School District","=""0960011""",03,"N/A","N/A"
"New Milford School District","=""0960011""",05,"*","*"
