District,District Code,Grade,Count,%
Franklin School District,0530011,11,N/A,*
Franklin School District,0530011,12,N/A,*
Glastonbury School District,0540011,K,N/A,N/A
Glastonbury School District,0540011,1,N/A,N/A
Glastonbury School District,0540011,2,N/A,N/A
Glastonbury School District,0540011,3,N/A,N/A
Glastonbury School District,0540011,4,N/A,N/A
Glastonbury School District,0540011,5,*,*
Glastonbury School District,0540011,6,9,1.9
Glastonbury School District,0540011,7,6,1.1
Glastonbury School District,0540011,8,*,*
Glastonbury School District,0540011,9,*,*
Glastonbury School District,0540011,10,19,3.9
Glastonbury School District,0540011,11,8,1.6
Glastonbury School District,0540011,12,14,2.5
Granby School District,0560011,K,N/A,N/A
Granby School District,0560011,1,*,*
Granby School District,0560011,2,*,*
Granby School District,0560011,3,*,*
Granby School District,0560011,4,*,*
Granby School District,0560011,5,*,*
Granby School District,0560011,6,*,*
Granby School District,0560011,7,10,6.6
Granby School District,0560011,8,9,5.7
Granby School District,0560011,9,7,3.9
Granby School District,0560011,10,9,5.2
Granby School District,0560011,11,8,5.1
Granby School District,0560011,12,10,5.2
Great Oaks Charter School District,2940013,6,40,37
Great Oaks Charter School District,2940013,7,33,30
Greenwich School District,0570011,K,*,*
Greenwich School District,0570011,1,*,*
Greenwich School District,0570011,2,*,*
Greenwich School District,0570011,3,*,*
Greenwich School District,0570011,4,8,1.2
Greenwich School District,0570011,5,*,*
Greenwich School District,0570011,6,*,*
Greenwich School District,0570011,7,6,0.9
Greenwich School District,0570011,8,8,1.2
Greenwich School District,0570011,9,14,2
Greenwich School District,0570011,10,15,2.4
Greenwich School District,0570011,11,16,2.4
Greenwich School District,0570011,12,16,2.5
Griswold School District,0580011,K,N/A,N/A
Griswold School District,0580011,1,*,*
Griswold School District,0580011,2,N/A,N/A
Griswold School District,0580011,3,N/A,N/A
Griswold School District,0580011,4,N/A,N/A
Griswold School District,0580011,5,7,5.6
Griswold School District,0580011,6,*,*
Griswold School District,0580011,7,16,10.7
Griswold School District,0580011,8,13,9.2
Griswold School District,0580011,9,26,17.6
Griswold School District,0580011,10,16,10.1
Griswold School District,0580011,11,13,9.8
Griswold School District,0580011,12,20,13.6
Groton School District,0590011,K,9,2.3
Groton School District,0590011,1,*,*
Groton School District,0590011,2,*,*
Groton School District,0590011,3,10,2.7
Groton School District,0590011,4,10,2.8
Groton School District,0590011,5,20,6.5
Groton School District,0590011,6,28,8.6
Groton School District,0590011,7,38,11.2
Groton School District,0590011,8,35,12.2
Groton School District,0590011,9,79,23.7
Groton School District,0590011,10,29,10.8
Groton School District,0590011,11,33,12.3
Groton School District,0590011,12,39,14.7
Guilford School District,0600011,K,*,*
Guilford School District,0600011,1,N/A,N/A
Guilford School District,0600011,2,N/A,N/A
Guilford School District,0600011,3,*,*
Guilford School District,0600011,4,N/A,N/A
Guilford School District,0600011,5,*,*
Guilford School District,0600011,6,*,*
Guilford School District,0600011,7,7,2.6
Guilford School District,0600011,8,20,6.8
Guilford School District,0600011,9,17,6
Guilford School District,0600011,10,6,2
Guilford School District,0600011,11,11,4.2
Guilford School District,0600011,12,12,4.6
Hamden School District,0620011,K,*,*
Hamden School District,0620011,1,*,*
Hamden School District,0620011,2,9,2.2
Hamden School District,0620011,3,20,4.9
Hamden School District,0620011,4,31,7.5
Hamden School District,0620011,5,39,8.9
Hamden School District,0620011,6,31,7.6
Hamden School District,0620011,7,57,13.8
Hamden School District,0620011,8,66,15.4
Hamden School District,0620011,9,52,12.9
Hamden School District,0620011,10,58,13.5
Hamden School District,0620011,11,49,11.6
Hamden School District,0620011,12,38,8.1
Hampton School District,0630011,K,N/A,*
Hampton School District,0630011,1,N/A,*
Hampton School District,0630011,2,*,*
Hampton School District,0630011,3,N/A,*
Hampton School District,0630011,4,*,*
Hampton School District,0630011,5,*,*
Hampton School District,0630011,6,N/A,*
Hartford School District,0640011,K,22,1.4
Hartford School District,0640011,1,55,3.3
Hartford School District,0640011,2,98,6.3
Hartford School District,0640011,3,174,10.9
Hartford School District,0640011,4,190,11.3
Hartford School District,0640011,5,219,14.4
Hartford School District,0640011,6,315,20.2
Hartford School District,0640011,7,438,26.1
Hartford School District,0640011,8,444,27.4
Hartford School District,0640011,9,431,24.4
Hartford School District,0640011,10,229,17.1
Hartford School District,0640011,11,262,19.2
Hartford School District,0640011,12,204,15.7
Hartland School District,0650011,K,N/A,*
Hartland School District,0650011,1,N/A,*
Hartland School District,0650011,2,N/A,*
Hartland School District,0650011,3,N/A,*
Hartland School District,0650011,4,*,*
Hartland School District,0650011,5,*,*
Hartland School District,0650011,6,N/A,N/A
Hartland School District,0650011,7,N/A,N/A
Hartland School District,0650011,8,N/A,*
Hebron School District,0670011,K,N/A,N/A
Hebron School District,0670011,1,*,*
Hebron School District,0670011,2,N/A,N/A
Hebron School District,0670011,3,N/A,N/A
Hebron School District,0670011,4,*,*
Hebron School District,0670011,5,N/A,N/A
Hebron School District,0670011,6,*,*
Highville Charter School District,2860013,K,*,*
Highville Charter School District,2860013,1,6,15.8
Highville Charter School District,2860013,2,11,32.4
Highville Charter School District,2860013,3,6,15
Highville Charter School District,2860013,4,12,29.3
Highville Charter School District,2860013,5,12,30
Highville Charter School District,2860013,6,14,35.9
Highville Charter School District,2860013,7,14,41.2
Highville Charter School District,2860013,8,*,*
Highville Charter School District,2860013,9,*,*
Highville Charter School District,2860013,10,6,30
Highville Charter School District,2860013,11,*,*
Integrated Day Charter School District,2640013,K,N/A,N/A
Integrated Day Charter School District,2640013,1,*,*
Integrated Day Charter School District,2640013,2,*,*
Integrated Day Charter School District,2640013,3,*,*
Integrated Day Charter School District,2640013,4,*,*
Integrated Day Charter School District,2640013,5,*,*
Integrated Day Charter School District,2640013,6,N/A,N/A
Integrated Day Charter School District,2640013,7,*,*
Integrated Day Charter School District,2640013,8,*,*
Interdistrict School for Arts and Comm District,2650013,6,13,14.3
Interdistrict School for Arts and Comm District,2650013,7,10,11.6
Interdistrict School for Arts and Comm District,2650013,8,10,11.6
Jumoke Academy District,2610013,K,*,*
Jumoke Academy District,2610013,1,7,10.4
Jumoke Academy District,2610013,2,*,*
Jumoke Academy District,2610013,3,10,14.7
Jumoke Academy District,2610013,4,16,25
Jumoke Academy District,2610013,5,6,7.9
Jumoke Academy District,2610013,6,8,15.1
Jumoke Academy District,2610013,7,7,9.7
Jumoke Academy District,2610013,8,16,18.4
Jumoke Academy District,2610013,9,N/A,*
Jumoke Academy District,2610013,10,N/A,*
Jumoke Academy District,2610013,11,N/A,*
Jumoke Academy District,2610013,12,N/A,*
Kent School District,0680011,K,N/A,N/A
Kent School District,0680011,1,N/A,N/A
Kent School District,0680011,2,N/A,N/A
Kent School District,0680011,3,N/A,N/A
Kent School District,0680011,4,N/A,N/A
Kent School District,0680011,5,*,*
Kent School District,0680011,6,N/A,N/A
Kent School District,0680011,7,*,*
Kent School District,0680011,8,N/A,N/A
Killingly School District,0690011,K,*,*
Killingly School District,0690011,1,*,*
Killingly School District,0690011,2,N/A,N/A
Killingly School District,0690011,3,*,*
Killingly School District,0690011,4,*,*
Killingly School District,0690011,5,9,5.4
Killingly School District,0690011,6,6,3.5
Killingly School District,0690011,7,12,6.5
Killingly School District,0690011,8,21,11.4
Killingly School District,0690011,9,42,16.9
Killingly School District,0690011,10,26,12.7
Killingly School District,0690011,11,22,11.2
Killingly School District,0690011,12,23,11
Learn,2450014,K,*,*
Learn,2450014,1,*,*
Learn,2450014,2,*,*
Learn,2450014,3,*,*
Learn,2450014,4,*,*
Learn,2450014,5,*,*
Learn,2450014,6,*,*
Learn,2450014,7,13,24.5
Learn,2450014,8,7,13.2
Learn,2450014,9,27,13.4
Learn,2450014,10,29,16.4
Learn,2450014,11,33,16.6
Learn,2450014,12,15,7.7
Lebanon School District,0710011,K,N/A,N/A
Lebanon School District,0710011,1,N/A,N/A
Lebanon School District,0710011,2,N/A,N/A
Lebanon School District,0710011,3,N/A,N/A
Lebanon School District,0710011,4,N/A,N/A
Lebanon School District,0710011,5,N/A,N/A
Lebanon School District,0710011,6,*,*
Lebanon School District,0710011,7,N/A,N/A
Lebanon School District,0710011,8,*,*
Lebanon School District,0710011,9,*,*
Lebanon School District,0710011,10,10,10.3
Lebanon School District,0710011,11,*,*
Lebanon School District,0710011,12,9,8.3
Ledyard School District,0720011,K,6,3.7
Ledyard School District,0720011,1,*,*
Ledyard School District,0720011,2,*,*
Ledyard School District,0720011,3,6,3.4
Ledyard School District,0720011,4,N/A,N/A
Ledyard School District,0720011,5,6,3.5
Ledyard School District,0720011,6,*,*
Ledyard School District,0720011,7,9,5.5
Ledyard School District,0720011,8,9,5.6
Ledyard School District,0720011,9,23,11.5
Ledyard School District,0720011,10,12,6.1
Ledyard School District,0720011,11,14,6.6
Ledyard School District,0720011,12,16,6.5
Lisbon School District,0730011,K,N/A,N/A
Lisbon School District,0730011,1,*,*
Lisbon School District,0730011,2,*,*
Lisbon School District,0730011,3,N/A,N/A
Lisbon School District,0730011,4,*,*
Lisbon School District,0730011,5,*,*
Lisbon School District,0730011,6,N/A,N/A
Lisbon School District,0730011,7,*,*
Lisbon School District,0730011,8,*,*
Lisbon School District,0730011,9,N/A,*
Lisbon School District,0730011,10,N/A,*
Lisbon School District,0730011,12,N/A,*
Litchfield School District,0740011,K,N/A,N/A
Litchfield School District,0740011,1,N/A,N/A
Litchfield School District,0740011,2,N/A,N/A
Litchfield School District,0740011,3,N/A,N/A
Litchfield School District,0740011,4,*,*
Litchfield School District,0740011,5,*,*
Litchfield School District,0740011,6,*,*
Litchfield School District,0740011,7,*,*
Litchfield School District,0740011,8,*,*
Litchfield School District,0740011,9,7,9.7
Litchfield School District,0740011,10,7,10.8
Litchfield School District,0740011,11,8,10.1
Litchfield School District,0740011,12,7,8
Madison School District,0760011,K,N/A,N/A
Madison School District,0760011,1,N/A,N/A
Madison School District,0760011,2,N/A,N/A
Madison School District,0760011,3,*,*
Madison School District,0760011,4,*,*
Madison School District,0760011,5,*,*
Madison School District,0760011,6,*,*
Madison School District,0760011,7,6,2.2
Madison School District,0760011,8,*,*
Madison School District,0760011,9,*,*
Madison School District,0760011,10,*,*
Madison School District,0760011,11,11,3.6
Madison School District,0760011,12,16,5.3
Manchester School District,0770011,K,*,*
Manchester School District,0770011,1,*,*
Manchester School District,0770011,2,13,2.5
Manchester School District,0770011,3,17,3.2
Manchester School District,0770011,4,37,7.8
Manchester School District,0770011,5,26,5.3
Manchester School District,0770011,6,34,7.9
Manchester School District,0770011,7,58,13.7
Manchester School District,0770011,8,56,14.7
Manchester School District,0770011,9,103,20.9
Manchester School District,0770011,10,83,20.7
Manchester School District,0770011,11,69,16.7
Manchester School District,0770011,12,63,15.9
Mansfield School District,0780011,K,*,*
Mansfield School District,0780011,1,N/A,N/A
Mansfield School District,0780011,2,N/A,N/A
Mansfield School District,0780011,3,*,*
Mansfield School District,0780011,4,N/A,N/A
Mansfield School District,0780011,5,*,*
Mansfield School District,0780011,6,*,*
Mansfield School District,0780011,7,9,6.9
Mansfield School District,0780011,8,14,10.1
Marlborough School District,0790011,K,*,*
Marlborough School District,0790011,1,N/A,N/A
Marlborough School District,0790011,2,*,*
Marlborough School District,0790011,3,N/A,N/A
Marlborough School District,0790011,4,N/A,N/A
Marlborough School District,0790011,5,N/A,N/A
Marlborough School District,0790011,6,N/A,N/A
Meriden School District,0800011,K,*,*
Meriden School District,0800011,1,13,1.8
Meriden School District,0800011,2,*,*
Meriden School District,0800011,3,19,2.7
Meriden School District,0800011,4,11,1.6
Meriden School District,0800011,5,12,1.8
Meriden School District,0800011,6,65,14.1
Meriden School District,0800011,7,71,14.5
Meriden School District,0800011,8,58,11.5
Meriden School District,0800011,9,171,25.1
Meriden School District,0800011,10,83,14.1
Meriden School District,0800011,11,63,12.5
Meriden School District,0800011,12,44,8.7
Middletown School District,0830011,K,*,*
Middletown School District,0830011,1,*,*
Middletown School District,0830011,2,7,1.7
Middletown School District,0830011,3,21,5.5
Middletown School District,0830011,4,15,4.1
Middletown School District,0830011,5,23,6.3
Middletown School District,0830011,6,49,15.2
Middletown School District,0830011,7,53,14.4
Middletown School District,0830011,8,39,12.2
Middletown School District,0830011,9,52,15.3
Middletown School District,0830011,10,42,13
Middletown School District,0830011,11,33,10.7
Middletown School District,0830011,12,41,12
Milford School District,0840011,K,*,*
Milford School District,0840011,1,*,*
Milford School District,0840011,2,*,*
Milford School District,0840011,3,7,1.6
Milford School District,0840011,4,*,*
Milford School District,0840011,5,*,*
Milford School District,0840011,6,19,4.2
Milford School District,0840011,7,32,6.3
Milford School District,0840011,8,40,8.1
Milford School District,0840011,9,79,16.7
Milford School District,0840011,10,65,14.4
Milford School District,0840011,11,64,12.9
Milford School District,0840011,12,85,17.3
Monroe School District,0850011,K,N/A,N/A
Monroe School District,0850011,1,N/A,N/A
Monroe School District,0850011,2,N/A,N/A
Monroe School District,0850011,3,*,*
Monroe School District,0850011,4,*,*
Monroe School District,0850011,5,N/A,N/A
Monroe School District,0850011,6,10,3.6
Monroe School District,0850011,7,*,*
Monroe School District,0850011,8,9,3.5
Monroe School District,0850011,9,*,*
Monroe School District,0850011,10,11,3.6
Monroe School District,0850011,11,14,5
Monroe School District,0850011,12,7,2.5
Montville School District,0860011,K,N/A,N/A
Montville School District,0860011,1,N/A,N/A
Montville School District,0860011,2,*,*
Montville School District,0860011,3,N/A,N/A
Montville School District,0860011,4,*,*
Montville School District,0860011,5,*,*
Montville School District,0860011,6,10,5.2
Montville School District,0860011,7,8,4.5
Montville School District,0860011,8,14,7.3
Montville School District,0860011,9,21,12.8
Montville School District,0860011,10,14,7.4
Montville School District,0860011,11,23,15.3
Montville School District,0860011,12,11,6.2
Naugatuck School District,0880011,K,*,*
Naugatuck School District,0880011,1,*,*
Naugatuck School District,0880011,2,9,2.9
Naugatuck School District,0880011,3,10,3.2
Naugatuck School District,0880011,4,*,*
Naugatuck School District,0880011,5,13,4.2
Naugatuck School District,0880011,6,29,8.6
Naugatuck School District,0880011,7,19,5.5
Naugatuck School District,0880011,8,46,13.3
Naugatuck School District,0880011,9,38,13.3
Naugatuck School District,0880011,10,49,16.1
Naugatuck School District,0880011,11,65,20.2
Naugatuck School District,0880011,12,47,14.9
New Beginnings Inc Family Academy District,2800013,K,N/A,N/A
New Beginnings Inc Family Academy District,2800013,1,N/A,N/A
New Beginnings Inc Family Academy District,2800013,2,N/A,N/A
New Beginnings Inc Family Academy District,2800013,3,22,32.8
New Beginnings Inc Family Academy District,2800013,4,14,35
New Beginnings Inc Family Academy District,2800013,5,8,17.8
New Beginnings Inc Family Academy District,2800013,6,9,25.7
New Beginnings Inc Family Academy District,2800013,7,12,37.5
New Beginnings Inc Family Academy District,2800013,8,8,26.7
New Britain School District,0890011,K,22,2.4
New Britain School District,0890011,1,23,2.6
New Britain School District,0890011,2,25,3
New Britain School District,0890011,3,50,6
New Britain School District,0890011,4,116,14.4
New Britain School District,0890011,5,89,11.1
New Britain School District,0890011,6,105,14.6
New Britain School District,0890011,7,96,15
New Britain School District,0890011,8,95,14.6
New Britain School District,0890011,9,345,40.7
New Britain School District,0890011,10,170,31.2
New Britain School District,0890011,11,131,22.6
New Britain School District,0890011,12,127,22.4
New Canaan School District,0900011,K,*,*
New Canaan School District,0900011,1,N/A,N/A
New Canaan School District,0900011,2,N/A,N/A
New Canaan School District,0900011,3,N/A,N/A
New Canaan School District,0900011,4,N/A,N/A
New Canaan School District,0900011,5,*,*
New Canaan School District,0900011,6,*,*
New Canaan School District,0900011,7,N/A,N/A
New Canaan School District,0900011,8,*,*
New Canaan School District,0900011,9,N/A,N/A
New Canaan School District,0900011,10,9,2.8
New Canaan School District,0900011,11,7,2.1
New Canaan School District,0900011,12,6,2.1
New Fairfield School District,0910011,K,N/A,N/A
New Fairfield School District,0910011,1,N/A,N/A
New Fairfield School District,0910011,2,N/A,N/A
New Fairfield School District,0910011,3,N/A,N/A
New Fairfield School District,0910011,4,N/A,N/A
New Fairfield School District,0910011,5,N/A,N/A
New Fairfield School District,0910011,6,*,*
New Fairfield School District,0910011,7,*,*
New Fairfield School District,0910011,8,*,*
New Fairfield School District,0910011,9,7,3
New Fairfield School District,0910011,10,13,6
New Fairfield School District,0910011,11,23,10.1
New Fairfield School District,0910011,12,16,6.6
New Hartford School District,0920011,K,N/A,N/A
New Hartford School District,0920011,1,N/A,N/A
New Hartford School District,0920011,2,N/A,N/A
New Hartford School District,0920011,3,N/A,N/A
New Hartford School District,0920011,4,*,*
New Hartford School District,0920011,5,*,*
New Hartford School District,0920011,6,N/A,N/A
New Haven School District,0930011,K,15,0.9
New Haven School District,0930011,1,44,2.7
New Haven School District,0930011,2,69,4.1
New Haven School District,0930011,3,109,6.5
New Haven School District,0930011,4,158,9.8
New Haven School District,0930011,5,174,11.5
New Haven School District,0930011,6,209,13.9
New Haven School District,0930011,7,241,15.8
New Haven School District,0930011,8,234,16.1
New Haven School District,0930011,9,204,12.5
New Haven School District,0930011,10,143,9.5
New Haven School District,0930011,11,135,10.1
New Haven School District,0930011,12,57,4.4
New London School District,0950011,K,*,*
New London School District,0950011,1,*,*
New London School District,0950011,2,38,12
New London School District,0950011,3,31,9.9
New London School District,0950011,4,35,12.4
New London School District,0950011,5,32,11.2
New London School District,0950011,6,31,14.8
New London School District,0950011,7,39,18.6
New London School District,0950011,8,45,22.5
New London School District,0950011,9,113,32.9
New London School District,0950011,10,59,23.3
New London School District,0950011,11,40,20.9
New London School District,0950011,12,50,22.7
New Milford School District,0960011,K,N/A,N/A
New Milford School District,0960011,1,N/A,N/A
New Milford School District,0960011,2,N/A,N/A
New Milford School District,0960011,3,N/A,N/A
New Milford School District,0960011,4,*,*
New Milford School District,0960011,5,*,*
New Milford School District,0960011,6,28,8.2
New Milford School District,0960011,7,18,5.3
New Milford School District,0960011,8,33,9.1
New Milford School District,0960011,9,38,10.4
New Milford School District,0960011,10,45,12.4
New Milford School District,0960011,11,28,8.8
New Milford School District,0960011,12,25,7.5
Newington School District,0940011,K,*,*
Newington School District,0940011,1,*,*
Newington School District,0940011,2,*,*
Newington School District,0940011,3,*,*
Newington School District,0940011,4,*,*
Newington School District,0940011,5,11,3.5
Newington School District,0940011,6,12,3.7
Newington School District,0940011,7,23,6.9
Newington School District,0940011,8,31,9.6
Newington School District,0940011,9,31,9.1
Newington School District,0940011,10,24,8
Newington School District,0940011,11,23,7.3
Newington School District,0940011,12,26,8.3
Newtown School District,0970011,K,N/A,N/A
Newtown School District,0970011,1,N/A,N/A
Newtown School District,0970011,2,N/A,N/A
Newtown School District,0970011,3,N/A,N/A
Newtown School District,0970011,4,*,*
Newtown School District,0970011,5,*,*
Newtown School District,0970011,6,9,2.5
Newtown School District,0970011,7,7,1.8
Newtown School District,0970011,8,16,3.8
Newtown School District,0970011,9,9,2.2
Newtown School District,0970011,10,16,3.8
Newtown School District,0970011,11,23,5.4
Newtown School District,0970011,12,33,7.9
Norfolk School District,0980011,K,N/A,*
Norfolk School District,0980011,1,N/A,*
Norfolk School District,0980011,2,N/A,*
Norfolk School District,0980011,3,N/A,*
Norfolk School District,0980011,4,*,*
Norfolk School District,0980011,5,*,*
Norfolk School District,0980011,6,*,*
North Branford School District,0990011,K,*,*
North Branford School District,0990011,1,*,*
North Branford School District,0990011,2,N/A,N/A
North Branford School District,0990011,3,N/A,N/A
North Branford School District,0990011,4,N/A,N/A
North Branford School District,0990011,5,N/A,N/A
North Branford School District,0990011,6,6,4.2
North Branford School District,0990011,7,20,10.9
North Branford School District,0990011,8,13,8
North Branford School District,0990011,9,11,8.3
North Branford School District,0990011,10,10,6.7
North Branford School District,0990011,11,16,10.1
North Branford School District,0990011,12,22,15.3
North Canaan School District,1000011,K,N/A,N/A
North Canaan School District,1000011,1,N/A,N/A
North Canaan School District,1000011,2,N/A,N/A
North Canaan School District,1000011,3,N/A,N/A
North Canaan School District,1000011,4,N/A,N/A
North Canaan School District,1000011,5,N/A,N/A
North Canaan School District,1000011,6,N/A,N/A
North Canaan School District,1000011,7,N/A,N/A
North Canaan School District,1000011,8,N/A,N/A
North Haven School District,1010011,K,N/A,N/A
North Haven School District,1010011,1,N/A,N/A
North Haven School District,1010011,2,N/A,N/A
North Haven School District,1010011,3,N/A,N/A
North Haven School District,1010011,4,*,*
North Haven School District,1010011,5,*,*
North Haven School District,1010011,6,13,4.8
North Haven School District,1010011,7,8,3.3
North Haven School District,1010011,8,19,6.9
North Haven School District,1010011,9,14,5.6
North Haven School District,1010011,10,13,5.2
North Haven School District,1010011,11,16,6.4
North Haven School District,1010011,12,10,3.7
North Stonington School District,1020011,K,N/A,N/A
North Stonington School District,1020011,1,N/A,N/A
North Stonington School District,1020011,2,N/A,N/A
North Stonington School District,1020011,3,N/A,N/A
North Stonington School District,1020011,4,N/A,N/A
North Stonington School District,1020011,5,*,*
North Stonington School District,1020011,6,*,*
North Stonington School District,1020011,7,*,*
North Stonington School District,1020011,8,*,*
North Stonington School District,1020011,9,*,*
North Stonington School District,1020011,10,9,19.1
North Stonington School District,1020011,11,*,*
North Stonington School District,1020011,12,*,*
Norwalk School District,1030011,K,*,*
Norwalk School District,1030011,1,8,0.9
Norwalk School District,1030011,2,*,*
Norwalk School District,1030011,3,8,0.9
Norwalk School District,1030011,4,8,0.9
Norwalk School District,1030011,5,8,0.9
Norwalk School District,1030011,6,65,7.6
Norwalk School District,1030011,7,105,12.4
Norwalk School District,1030011,8,100,12
Norwalk School District,1030011,9,96,10.8
Norwalk School District,1030011,10,77,8.8
Norwalk School District,1030011,11,87,10.4
Norwalk School District,1030011,12,93,11.8
Norwich Free Academy District,9010022,9,56,10.1
Norwich Free Academy District,9010022,10,70,12.4
Norwich Free Academy District,9010022,11,76,12.4
Norwich Free Academy District,9010022,12,66,12.2
Norwich School District,1040011,K,6,1.6
Norwich School District,1040011,1,*,*
Norwich School District,1040011,2,6,1.6
Norwich School District,1040011,3,11,2.9
Norwich School District,1040011,4,18,4.7
Norwich School District,1040011,5,24,6.5
Norwich School District,1040011,6,88,24.7
Norwich School District,1040011,7,59,15.7
Norwich School District,1040011,8,55,13.8
Norwich School District,1040011,9,*,*
Norwich School District,1040011,10,*,*
Norwich School District,1040011,11,*,*
Norwich School District,1040011,12,*,*
Odyssey Community School District,2630013,K,N/A,N/A
Odyssey Community School District,2630013,1,N/A,N/A
Odyssey Community School District,2630013,2,N/A,N/A
Odyssey Community School District,2630013,3,*,*
Odyssey Community School District,2630013,4,*,*
Odyssey Community School District,2630013,5,*,*
Odyssey Community School District,2630013,6,*,*
Odyssey Community School District,2630013,7,N/A,N/A
Odyssey Community School District,2630013,8,*,*
Old Saybrook School District,1060011,K,N/A,N/A
Old Saybrook School District,1060011,1,N/A,N/A
Old Saybrook School District,1060011,2,N/A,N/A
Old Saybrook School District,1060011,3,N/A,N/A
Old Saybrook School District,1060011,4,N/A,N/A
Old Saybrook School District,1060011,5,N/A,N/A
Old Saybrook School District,1060011,6,*,*
Old Saybrook School District,1060011,7,*,*
Old Saybrook School District,1060011,8,*,*
Old Saybrook School District,1060011,9,*,*
Old Saybrook School District,1060011,10,9,7.9
Old Saybrook School District,1060011,11,7,7.2
Old Saybrook School District,1060011,12,12,8.9
Orange School District,1070011,K,N/A,N/A
Orange School District,1070011,1,N/A,N/A
Orange School District,1070011,2,N/A,N/A
Orange School District,1070011,3,*,*
Orange School District,1070011,4,*,*
Orange School District,1070011,5,N/A,N/A
Orange School District,1070011,6,6,2.8
Oxford School District,1080011,K,N/A,N/A
Oxford School District,1080011,1,N/A,N/A
Oxford School District,1080011,2,N/A,N/A
Oxford School District,1080011,3,N/A,N/A
Oxford School District,1080011,4,N/A,N/A
Oxford School District,1080011,5,N/A,N/A
Oxford School District,1080011,6,6,3.7
Oxford School District,1080011,7,*,*
Oxford School District,1080011,8,7,4.1
Oxford School District,1080011,9,*,*
Oxford School District,1080011,10,6,4.3
Oxford School District,1080011,11,*,*
Oxford School District,1080011,12,8,5.6
Park City Prep Charter School District,2830013,5,14,14.9
Park City Prep Charter School District,2830013,6,20,21.1
Park City Prep Charter School District,2830013,7,17,20.7
Park City Prep Charter School District,2830013,8,11,13.3
Path Academy District,2930013,9,11,22.4
Path Academy District,2930013,10,*,*
Path Academy District,2930013,11,*,*
Path Academy District,2930013,12,*,*
Plainfield School District,1090011,K,N/A,N/A
Plainfield School District,1090011,1,*,*
Plainfield School District,1090011,2,*,*
Plainfield School District,1090011,3,*,*
Plainfield School District,1090011,4,*,*
Plainfield School District,1090011,5,*,*
Plainfield School District,1090011,6,17,10.5
Plainfield School District,1090011,7,34,18.5
Plainfield School District,1090011,8,21,11.1
Plainfield School District,1090011,9,41,24.3
Plainfield School District,1090011,10,35,20.6
Plainfield School District,1090011,11,24,14.1
Plainfield School District,1090011,12,30,15
Plainville School District,1100011,K,N/A,N/A
Plainville School District,1100011,1,*,*
Plainville School District,1100011,2,N/A,N/A
Plainville School District,1100011,3,*,*
Plainville School District,1100011,4,*,*
Plainville School District,1100011,5,*,*
Plainville School District,1100011,6,*,*
Plainville School District,1100011,7,12,6.5
Plainville School District,1100011,8,10,5.7
Plainville School District,1100011,9,23,11.7
Plainville School District,1100011,10,28,16.3
Plainville School District,1100011,11,24,12.9
Plainville School District,1100011,12,23,11.7
Plymouth School District,1110011,K,*,*
Plymouth School District,1110011,1,N/A,N/A
Plymouth School District,1110011,2,*,*
Plymouth School District,1110011,3,N/A,N/A
Plymouth School District,1110011,4,*,*
Plymouth School District,1110011,5,N/A,N/A
Plymouth School District,1110011,6,*,*
Plymouth School District,1110011,7,10,8.5
Plymouth School District,1110011,8,16,14
Plymouth School District,1110011,9,13,9.9
Plymouth School District,1110011,10,18,13.5
Plymouth School District,1110011,11,10,8.3
Plymouth School District,1110011,12,6,5.5
Pomfret School District,1120011,K,*,*
Pomfret School District,1120011,1,N/A,N/A
Pomfret School District,1120011,2,*,*
Pomfret School District,1120011,3,N/A,N/A
Pomfret School District,1120011,4,N/A,N/A
Pomfret School District,1120011,5,*,*
Pomfret School District,1120011,6,8,16
Pomfret School District,1120011,7,*,*
Pomfret School District,1120011,8,*,*
Pomfret School District,1120011,12,N/A,*
Portland School District,1130011,K,N/A,N/A
Portland School District,1130011,1,N/A,N/A
Portland School District,1130011,2,N/A,N/A
Portland School District,1130011,3,*,*
Portland School District,1130011,4,*,*
Portland School District,1130011,5,*,*
Portland School District,1130011,6,*,*
Portland School District,1130011,7,9,8.1
Portland School District,1130011,8,*,*
Portland School District,1130011,9,*,*
Portland School District,1130011,10,*,*
Portland School District,1130011,11,8,8.1
Portland School District,1130011,12,11,12.6
Preston School District,1140011,K,*,*
Preston School District,1140011,1,*,*
Preston School District,1140011,2,*,*
Preston School District,1140011,3,*,*
Preston School District,1140011,4,N/A,N/A
Preston School District,1140011,5,*,*
Preston School District,1140011,6,*,*
Preston School District,1140011,7,*,*
Preston School District,1140011,8,*,*
Preston School District,1140011,12,N/A,*
Putnam School District,1160011,K,*,*
Putnam School District,1160011,1,*,*
Putnam School District,1160011,2,*,*
Putnam School District,1160011,3,*,*
Putnam School District,1160011,4,*,*
Putnam School District,1160011,5,7,7.3
Putnam School District,1160011,6,8,9
Putnam School District,1160011,7,11,11.8
Putnam School District,1160011,8,13,13.5
Putnam School District,1160011,9,11,12.6
Putnam School District,1160011,10,*,*
Putnam School District,1160011,11,6,9.7
Putnam School District,1160011,12,7,9
Redding School District,1170011,K,N/A,N/A
Redding School District,1170011,1,N/A,N/A
Redding School District,1170011,2,N/A,N/A
Redding School District,1170011,3,N/A,N/A
Redding School District,1170011,4,N/A,N/A
Redding School District,1170011,5,*,*
Redding School District,1170011,6,*,*
Redding School District,1170011,7,*,*
Redding School District,1170011,8,*,*
Regional School District 01,2010012,K,N/A,*
